NCESSCH,TEACHERS
40497000388,31.8
40497000389,31.33
40497000391,34.49
40497000393,35.3
40497000394,33.85
40497000396,53.54
40497000397,26.13
40497000398,41.1
40497000399,26.8
40497000400,34.95
40497000401,33.83
40497000402,27.9
40497000404,155.7
40497000406,149.6
40497000409,54.89
40497000411,28.85
40497000412,49.23
40497000413,33.9
40497000415,41.8
40497000416,30.2
40497000417,27.45
40497000418,37.38
40497000419,148.7
40497000420,36.74
40497000421,28.54
40497000551,26.55
40497000553,35.25
40497000580,47.81
40497001070,33.5
40497001071,37.8
40497001072,37.55
40497001073,39.35
40497001074,32.45
40497001132,122.6
40497001166,34.65
40497001167,20.45
40497001186,39.6
40497001188,0.1
40497001233,34.95
40497001234,61.3
40497001305,35.7
40497001374,29.75
40497001375,43.15
40497001376,31.44
40497001409,27.1
40497001410,30.45
40497001411,156.9
40497001469,35.45
40497001497,31.15
40497001550,31.85
40497001667,34.55
40497001827,37.4
40497001830,120.8
40497001831,18.05
40497001832,1.5
40497001981,31.53
40497002108,30.3
40497002109,34.6
40497002110,49.5
40497002280,43.85
40497002337,
40497002770,20.7
40497003005,12.2
40497003205,18.2
40497003229,56.75
40497003348,39.8
40497003377,30.8
40503001077,24.75
40503001134,15.5
40503002789,3.0
40503003134,16.25
40507000430,48.3
40507003308,
40510000431,4.1
40519001414,17.0
40519001415,19.0
40519001758,17.0
40522000436,9.0
40532000438,34.25
40532000441,22.25
40532003369,22.0
40534000442,10.0
40536000961,4.0
40536000963,3.0
40540000445,19.5
40540000446,9.5
40540000447,22.0
40540001309,17.0
40543000448,14.0
40546000449,26.88
40546002875,22.85
40550001237,2.0
40553000451,20.0
40553000453,21.0
40553000454,20.0
40553000455,78.0
40553000456,24.0
40553001034,18.0
40553001238,36.0
40553001310,28.0
40553001470,28.0
40553001552,8.0
40553003246,
40564001311,
40564001416,28.0
40567000459,22.7
40567000460,33.0
40567000461,28.79
40567000464,35.51
40567001170,32.0
40573000466,1.5
40576000467,7.0
40582000468,29.5
40582000469,45.25
40582001078,40.0
40582001312,32.0
40582003492,
40585000470,22.0
40588000471,24.49
40588001498,25.0
40588001818,12.01
40593000126,41.6
40593000130,26.67
40593000276,36.5
40593000473,34.0
40593000475,33.8
40593000477,40.5
40593000478,29.5
40593000479,37.51
40593000482,42.35
40593000483,40.8
40593000484,29.0
40593000485,31.75
40593000487,44.09
40593000488,89.4
40593000491,71.4
40593000492,39.81
40593000606,39.0
40593000610,40.22
40593000611,37.5
40593000613,
40593001080,30.55
40593001081,35.5
40593001083,35.0
40593001084,88.6
40593001136,23.4
40593001195,39.0
40593001218,35.8
40593001230,37.26
40593001239,34.0
40593001240,32.9
40593001313,20.0
40593001378,33.0
40593001419,38.1
40593001421,
40593001471,34.0
40593001553,98.67
40593001672,29.75
40593001869,27.0
40593001995,98.4
40593002266,34.17
40593002268,31.33
40593002343,27.5
40593002668,36.3
40593002842,24.6
40593003104,31.0
40593003216,13.13
40593003313,42.0
40593003431,13.56
40598000457,27.0
40598000493,21.0
40598000494,14.0
40598000495,20.0
40598001977,18.0
40598002364,0.0
40600000497,10.68
40603000499,8.34
40607000500,35.4
40607000501,29.5
40607001088,28.8
40607001423,26.54
40607001823,3.0
40607003305,
40612000502,9.0
40615000503,9.5
40621000304,37.5
40621000505,49.0
40621000506,37.5
40621001241,36.5
40621001499,41.0
40621001573,47.0
40621002006,36.0
40621002136,31.0
40621002274,37.0
40621002385,32.5
40621002570,35.5
40621002968,
40621003077,56.0
40625000132,40.5
40625000238,45.67
40625000507,47.5
40625000508,65.3
40625000510,32.33
40625000511,31.93
40625000512,31.66
40625000513,40.33
40625000514,67.53
40625000515,31.67
40625000584,45.0
40625000585,43.75
40625000586,40.5
40625000589,84.33
40625001090,34.9
40625001091,39.0
40625001092,40.78
40625001137,42.0
40625001242,48.17
40625001243,47.5
40625001315,93.88
40625001316,35.64
40625001380,37.33
40625001424,44.25
40625001425,49.63
40625001473,32.67
40625001500,90.05
40625001501,42.0
40625001554,24.0
40625001668,50.5
40625001982,59.5
40625001983,55.5
40625002111,49.3
40625002396,
40625002426,83.7
40625002475,10.07
40625002586,99.97
40625002657,47.3
40625002990,29.83
40625003145,45.0
40625003255,
40625003441,48.5
40625003447,6.0
40630000518,27.1
40630000520,19.7
40630000521,35.08
40630000522,29.5
40630000525,32.5
40630000530,26.5
40630000531,36.0
40630000533,27.5
40630000535,24.5
40630000537,23.5
40630001028,29.5
40630001555,22.0
40630002129,22.6
40633000538,143.0
40633000539,117.0
40633000540,117.0
40633000541,118.0
40633000542,137.0
40633000549,134.8
40633000552,105.6
40633000554,147.0
40633001244,134.0
40633001382,23.0
40633001882,131.8
40633002138,11.5
40633002670,22.0
40633002854,103.0
40633002859,32.6
40633003509,7.0
40636000556,11.0
40644000557,19.0
40644000558,12.5
40644003111,5.0
40644003362,0.0
40651000559,16.5
40658000560,32.5
40658000561,35.0
40658001140,19.0
40658001141,20.5
40663000562,6.0
40673000352,5.63
40673000565,30.64
40673000566,19.88
40673000567,0.0
40673000568,63.29
40673000569,33.42
40673000570,24.59
40673000571,
40673001433,27.74
40674000572,22.0
40674001043,13.0
40674001142,24.6
40678000573,6.0
40678001559,5.0
40681000574,37.98
40681001232,30.98
40681001322,27.2
40681001383,76.63
40681002369,31.48
40681002485,31.48
40681002886,29.73
40681003438,
40681003477,34.48
40685000576,9.01
40685001474,17.65
40687000141,14.0
40687000142,16.0
40687000143,6.0
40687000206,5.0
40687002867,3.5
40690000577,17.5
40696000526,39.0
40696001656,63.0
40696002788,1.0
40702000581,22.01
40702002487,15.0
40702003485,2.0
40708000582,28.0
40708000587,24.0
40708000588,24.0
40708000592,23.0
40708000593,20.5
40708000597,20.0
40708000599,
40708000600,17.0
40708000605,21.5
40708000607,25.0
40708000609,30.0
40708001100,33.0
40708001143,21.5
40708001144,21.0
40708001324,19.5
40708001325,23.13
40708001879,26.0
40708001880,26.0
40708002498,32.0
40713000617,19.0
40713001044,20.67
40713001484,25.5
40713003442,
40717000620,33.87
40717002483,21.33
40717002812,21.17
40720000621,25.0
40720001176,18.0
40724000527,6.0
40724000623,34.0
40724000624,40.25
40724001029,23.75
40724001030,31.5
40724002267,30.0
40724003507,
40730000625,42.0
40730000626,49.0
40730000627,36.0
40730000628,12.0
40730002196,32.73
40730002818,67.0
40730003183,49.0
40730003339,31.0
40738000630,1.0
40743000631,10.0
40750000633,13.0
40752000634,42.02
40752000635,20.85
40752000637,28.7
40752001036,52.2
40752002768,20.7
40753000638,18.0
40753002966,1.0
40757000603,29.7
40757000604,93.7
40757000640,78.2
40757000641,94.31
40757000642,38.4
40757000643,42.3
40757000644,63.6
40757000646,35.0
40757000647,42.7
40757000648,42.8
40757000651,30.4
40757000654,46.2
40757000655,33.5
40757000657,34.9
40757000658,32.5
40757000659,61.3
40757000662,43.15
40757000663,61.4
40757000666,28.7
40757001102,39.5
40757001194,47.0
40757001327,30.6
40757001384,30.05
40757001434,28.7
40757001475,35.1
40757001561,32.0
40757001562,30.9
40757001671,28.4
40757002115,54.79
40757003250,13.0
40757003357,
40763000667,8.15
40763000668,4.5
40768000669,4.6
40770000672,24.0
40770000673,39.53
40770000674,29.39
40770001253,9.0
40770001435,23.17
40770001941,1.0
40770003276,
40775000296,45.2
40775000622,41.0
40775000636,98.4
40775000675,45.2
40775000676,27.0
40775000681,21.8
40775000682,39.1
40775000684,39.9
40775001045,97.2
40775001046,
40775001047,34.8
40775001048,40.4
40775001146,34.4
40775001147,31.6
40775001250,41.5
40775001255,28.0
40775001330,32.1
40775001331,84.21
40775001436,38.2
40775001503,42.8
40775001504,40.3
40775001563,41.1
40775001679,60.5
40775001873,64.3
40775001874,44.0
40775001997,37.4
40775002127,51.51
40775002128,55.01
40775002357,108.41
40775002358,47.61
40775002433,110.21
40775002434,53.8
40775002486,48.1
40775002591,
40775002636,55.5
40775002959,52.1
40775003098,49.2
40775003099,46.01
40775003454,18.2
40775003463,45.4
40777000390,2.0
40782000331,12.0
40782000692,21.0
40782000694,30.96
40782000695,16.25
40782000696,14.0
40782001938,15.0
40782002543,
40786000697,10.36
40789000698,38.89
40789001256,20.55
40789001565,20.91
40789001566,38.53
40789002568,18.57
40792000699,13.5
40802000700,15.0
40802000701,10.0
40808000702,14.71
40808001049,17.06
40808001105,17.0
40808002871,1.0
40813000705,31.25
40817000153,12.0
40817000706,33.6
40817000710,26.0
40817000715,22.0
40817000719,29.0
40817000723,29.8
40817000727,22.0
40817000735,30.0
40817000739,29.0
40817000743,94.5
40817000751,30.6
40817001106,32.53
40817001149,49.0
40817001177,27.0
40817001386,29.6
40817001438,96.58
40817001612,23.0
40817001613,41.0
40817002549,31.0
40817002849,30.0
40817003316,
40817003500,35.0
40823000758,9.0
40823000759,3.25
40823000760,8.25
40828000761,39.6
40828000762,20.71
40828001150,32.15
40828002550,29.21
40831000763,28.28
40831000764,19.86
40831000765,34.98
40831000767,25.76
40831000768,62.0
40831000769,34.57
40831000773,33.48
40831000775,51.4
40831000776,35.28
40831000777,28.96
40831000778,30.44
40831000782,45.18
40831000783,27.62
40831000785,25.28
40831000786,29.28
40831000787,32.18
40831000789,29.18
40831001107,58.33
40831001258,18.1
40831003112,24.36
40831003397,14.7
40834000680,130.21
40834000790,117.87
40834000793,79.06
40834000794,84.2
40834000795,82.24
40834001567,114.36
40834001576,22.7
40834002583,
40841000796,24.0
40841000797,25.75
40841000798,15.6
40841001110,27.0
40843000799,8.0
40846000800,2.0
40849001477,48.0
40849001705,28.0
40849002132,41.5
40849002488,38.5
40852000805,97.46
40852001478,101.64
40852002339,93.98
40852002416,100.29
40852002912,75.03
40852002975,
40852003206,17.0
40855000806,24.0
40855003405,28.0
40855003423,
40860000807,17.0
40860000809,19.0
40860000810,4.0
40864001259,4.0
40868000812,40.23
40868000814,19.0
40868000815,37.23
40868001152,3.0
40868001153,5.0
40868001822,3.0
40880000817,36.0
40880000819,28.8
40880000824,25.2
40880000827,37.2
40880000828,38.5
40880000836,32.3
40880000837,34.8
40880000838,22.2
40880000840,13.8
40880000841,23.0
40880000842,53.4
40880000843,21.8
40880000845,19.8
40880000846,22.4
40880000848,39.8
40880000850,22.0
40880000851,17.9
40880000852,34.5
40880000853,19.5
40880000854,18.4
40880000858,18.0
40880000859,28.3
40880000861,30.0
40880000863,33.4
40880000864,47.6
40880000865,18.0
40880000866,18.8
40880000869,32.0
40880000870,13.0
40880000871,25.5
40880000872,39.5
40880000873,11.0
40880000874,43.6
40880000875,24.0
40880000878,18.0
40880000880,23.4
40880000886,48.6
40880000887,16.6
40880000889,26.8
40880000890,21.0
40880000891,19.0
40880000896,31.0
40880000897,22.0
40880000899,35.8
40880000900,17.3
40880000902,17.0
40880000903,22.0
40880000904,30.0
40880000905,20.4
40880000906,24.0
40880000966,29.0
40880000972,41.6
40880001112,31.0
40880001113,21.0
40880001260,18.0
40880001261,51.6
40880001262,24.5
40880001263,63.4
40880001264,27.4
40880001266,18.6
40880001267,26.8
40880001268,164.4
40880001269,21.1
40880001441,50.2
40880001442,18.0
40880001443,98.6
40880001445,102.4
40880001446,61.0
40880001447,79.6
40880001448,28.0
40880001449,12.6
40880001452,18.1
40880001454,11.0
40880001455,21.6
40880001479,22.0
40880001481,32.0
40880001506,40.6
40880001508,11.4
40880001509,7.3
40880001569,16.0
40880001606,9.0
40880002335,18.5
40880002336,22.0
40880002547,9.8
40880003282,48.2
40880003414,26.1
40882000908,21.67
40882002496,35.66
40882002794,36.67
40885000909,39.08
40885001003,46.59
40885001510,
40885001954,
40885001955,
40885001956,
40885002193,35.07
40885002194,38.54
40885002195,110.07
40885002551,26.1
40885002552,44.25
40885002765,41.05
40885002798,35.31
40885002991,35.04
40885003083,38.39
40885003175,9.39
40885003214,4.0
40885003272,40.33
40885003432,26.92
40885003489,17.76
40888000910,5.0
40891000911,14.57
40906000652,29.3
40906000915,42.4
40906000916,36.16
40906000917,38.89
40906000919,34.8
40906000920,31.63
40906000921,40.19
40906000922,35.55
40906000923,30.95
40906000926,31.3
40906000927,26.6
40906000928,46.3
40906000929,43.75
40906000930,47.6
40906000931,42.5
40906000932,78.95
40906000933,38.52
40906000934,47.3
40906000935,51.08
40906000936,28.4
40906000937,38.8
40906000938,43.35
40906000939,29.6
40906000941,51.3
40906000942,30.0
40906000944,43.75
40906000945,34.0
40906000946,30.1
40906000947,52.3
40906001116,36.1
40906001117,45.35
40906001272,37.1
40909000948,12.5
40912000949,5.0
40916000005,26.6
40916000951,30.0
40916000952,21.0
40916001768,20.0
40916002190,35.0
40919000953,11.42
40919000955,26.4
40919001834,22.99
40919002827,13.4
40919003248,3.0
40925000956,31.22
40925000957,24.82
40925000958,25.52
40931000960,13.8
40931001118,23.75
40939000964,31.79
40939001483,35.0
40943000155,4.0
40943000967,25.0
40943000968,23.0
40943000970,42.0
40943001648,30.0
40943002447,13.0
40946000971,24.0
40946000973,19.0
40946000974,17.0
40946000975,39.5
40946000976,19.0
40951000977,4.4
40954000978,3.96
40954001119,2.99
40957000323,2.0
40960000981,15.6
40960000982,26.6
40960000983,26.9
40960000985,20.2
40960000986,22.0
40960000988,28.4
40960000989,4.8
40960000991,21.9
40960000992,26.4
40960000993,18.2
40960000994,31.0
40960000995,14.2
40960001572,29.0
40960001804,32.5
40960001805,38.0
40960002427,23.2
40960002567,27.1
40960003430,1.0
40963000157,17.07
40963000996,85.2
40963000997,49.0
40963001388,103.5
40963002775,70.0
40963003076,101.6
40963003280,
40973101514,56.65
40973101515,
40973102233,
40973102234,
40973102235,
40973102272,
40973102377,
40973102456,
40973102457,
40973102458,
40973102459,
40973102460,
40973102461,
40973102462,
40973102463,
40973102464,
40973102465,
40973102466,
40973102467,
40973102501,
40973102502,
40973102503,
40973102504,
40973102505,
40973102785,
40973102791,
40973102799,
40973102816,
40973102821,
40973102825,
40973102887,
40973102890,
40973102935,
40973102967,
40973102969,
40973102981,
40973102983,
40973102988,
40973103017,
40973103027,
40973103043,
40973103056,
40973103058,
40973103059,
40973103060,
40973103081,
40973103087,
40973103224,19.0
40973103468,
40973103487,
40973301040,28.8
40973301511,11.5
40973301512,17.15
40973302219,
40973303188,
40973401517,
50000100216,42.94
50000100217,27.09
50000100218,38.06
50000100391,7.62
50000200594,0.0
50000600543,0.0
50000601129,36.5
50000601130,46.38
50000601334,28.59
50000601570,17.0
50000900190,15.81
50000900191,34.21
50000900192,14.38
50001201285,18.71
50001201287,20.26
50001201538,34.61
50001500097,39.22
50001500275,28.53
50001500995,26.65
50001500996,33.81
50001500997,67.62
50001500998,63.26
50001600690,30.61
50001600691,27.98
50001700395,35.4
50001701289,14.65
50001701292,17.24
50001701295,71.06
50001701296,30.25
50001701497,12.8
50001701576,46.0
50001900042,51.14
50001900043,50.1
50001900044,23.99
50001900046,35.71
50001900144,46.68
50001901092,25.95
50002001297,22.17
50002001298,22.85
50002101233,14.62
50002101299,15.03
50002101300,18.6
50002300772,50.37
50002301517,51.24
50002400588,0.0
50002600855,41.01
50002600857,23.11
50002600867,85.26
50002600871,27.16
50002600872,30.31
50002601338,47.0
50002601404,25.36
50002601530,7.0
50002801041,51.54
50002801042,34.97
50002801043,31.94
50002901275,53.34
50002901277,53.09
50003001398,17.9
50003001405,20.46
50003200052,21.89
50003200053,25.6
50003501419,15.13
50003501420,18.16
50003601421,20.5
50003601422,11.24
50003700645,0.0
50004101312,17.28
50004101315,19.18
50004201280,31.36
50004201281,47.08
50004201282,11.87
50004201540,54.47
50004300676,100.07
50004300740,37.45
50004300742,44.57
50004301236,19.74
50004301340,23.96
50004301522,51.8
50004400653,47.12
50004400654,71.59
50004400655,48.88
50004400656,55.07
50004401123,6.02
50004501204,51.59
50004501600,43.4
50004600667,34.38
50004600668,28.34
50004601478,24.49
50004701079,39.58
50004701081,48.83
50004701344,16.9
50004701506,17.33
50004801345,15.85
50004801346,14.67
50004801348,30.81
50004900234,41.69
50004900235,31.9
50004900236,23.08
50004900853,45.42
50004901503,24.75
50005100832,26.49
50005100833,26.82
50005200646,0.0
50005300626,0.0
50005400583,0.0
50005500513,42.94
50005501508,20.09
50005600657,0.0
50005700579,0.0
50005800615,0.0
50005900603,27.84
50005900741,27.01
50005901619,11.28
50006000542,0.0
50006100658,6.35
50006200659,21.71
50006201451,22.8
50006201513,24.49
50006201526,10.18
50006201595,20.5
50006201614,9.0
50006300704,0.0
50006500719,24.72
50006500727,26.21
50006600781,0.0
50006700561,8.77
50006700950,23.13
50006700951,35.96
50006800108,14.77
50006800109,16.36
50006800291,14.44
50006800292,13.73
50006801062,17.03
50006801063,15.39
50007000188,11.63
50007000767,23.17
50007000768,38.86
50007100647,19.94
50007101010,18.12
50007201621,21.44
50007201630,13.54
50007300001,17.84
50007300002,24.54
50007300812,8.95
50007300813,11.19
50007401030,27.22
50007401107,31.06
50007401473,17.61
50007401485,21.31
50007401501,13.52
50007401624,29.35
50007501031,0.0
50007600685,12.86
50007600686,10.03
50007601032,10.8
50007601033,12.58
50007601148,13.34
50007601149,13.77
50007801078,22.05
50007900818,22.26
50007901521,39.32
50008001098,0.0
50008100320,0.0
50008201186,43.39
50008201216,37.65
50039001561,13.16
50039001572,2.67
50039001575,4.26
50039001577,8.22
50039001583,5.95
50039001589,12.04
50039401447,12.33
50039401461,15.39
50039401604,27.95
50039701469,10.4
50039801467,30.33
50039801468,32.67
50039801470,31.93
50040201504,22.43
50040201531,12.57
50040201560,36.62
50040301500,9.08
50040301567,17.66
50040501157,23.82
50040501226,16.18
50040501591,31.71
50040501620,17.36
50040601541,18.6
50040601551,2.42
50040701539,18.95
50040801579,9.82
50040901574,29.21
50040901606,9.78
50041001581,7.14
50041101599,23.45
50041201603,15.31
50041301613,22.95
50041401610,5.83
50041501612,15.0
50041601611,17.05
50041701629,5.82
50041701632,7.61
50041801627,6.33
50041900905,25.97
50041900912,25.2
50041900919,73.97
50041900925,17.67
50041900926,15.27
50041900935,22.92
50041901256,29.81
50041901510,56.58
50225000003,35.33
50225000004,63.47
50225000005,56.64
50225001350,39.13
50228000006,17.9
50228000007,22.68
50243000018,47.36
50243000019,20.82
50243000020,37.59
50243000021,22.04
50243000022,22.21
50255000026,18.1
50255000027,21.38
50258000028,41.8
50258000029,19.04
50258000031,27.46
50258000807,24.4
50261000032,33.29
50261000033,27.51
50261000438,26.61
50267000034,20.97
50267000036,26.41
50270000037,40.64
50270000038,29.81
50270000128,20.66
50273000039,33.44
50273000040,33.49
50279000047,38.9
50279000048,42.95
50279001536,20.05
50279001590,3.64
50282000050,24.76
50282000051,23.65
50288000054,47.34
50288000055,38.01
50288000057,69.87
50288000474,31.35
50288001456,9.53
50288001498,30.77
50296000062,39.64
50296000063,73.96
50296000064,30.23
50296000065,54.08
50296000066,34.57
50296000067,32.18
50296000068,45.11
50303000071,27.19
50303000072,33.29
50303000169,36.15
50303001505,31.91
50303001597,11.99
50306000073,244.38
50306000074,64.42
50306000075,37.92
50306000076,33.48
50306000160,47.61
50306000165,37.57
50306000789,62.92
50306000879,43.44
50306001080,46.7
50306001139,53.14
50306001199,46.89
50306001229,44.81
50306001423,34.48
50306001424,40.06
50306001462,40.07
50306001543,51.52
50306001544,46.36
50306001571,66.82
50306001618,103.77
50309000077,27.32
50309000078,29.98
50309001089,26.74
50315000079,34.25
50315000080,47.38
50315000411,34.87
50315001496,33.01
50324000085,23.91
50324000086,27.5
50324000336,22.58
50330000089,22.31
50330000090,19.06
50332000093,42.78
50332000096,45.65
50332000099,42.52
50332001578,78.29
50342000102,15.52
50342000103,17.54
50345000104,54.51
50345000105,23.24
50345000339,21.13
50348000106,19.44
50348000107,24.42
50363000112,30.48
50363000114,23.0
50364000115,47.13
50364000116,36.98
50364001458,41.24
50364001534,38.23
50369000118,175.83
50369000120,51.72
50369000121,32.36
50369000178,34.77
50369001197,61.8
50369001407,32.96
50369001439,35.59
50369001440,73.63
50369001450,36.01
50369001563,35.24
50371001268,19.34
50371001269,14.81
50371001270,14.51
50371001271,20.83
50375000123,130.18
50375000124,29.48
50375000125,30.26
50375000170,41.02
50375000173,40.78
50375000399,50.4
50375000809,44.53
50375001019,14.69
50375001181,28.12
50375001182,48.24
50375001351,31.47
50375001375,29.39
50375001431,30.38
50375001445,33.81
50375001518,32.23
50375001553,50.11
50377000126,25.16
50377000127,22.81
50384000131,18.82
50384000132,21.72
50396000139,34.76
50396000140,30.41
50402000146,55.58
50402000269,31.7
50402001353,44.11
50405000147,36.19
50405000148,47.93
50405001457,25.19
50408000149,20.23
50408000150,25.53
50408000332,20.2
50411000151,26.05
50411000152,28.43
50411000286,26.49
50417000155,30.25
50417000156,35.41
50420000157,33.55
50420000158,28.19
50435000163,25.18
50435000164,26.67
50437001273,23.6
50437001274,22.9
50438000154,25.26
50438000166,35.28
50438000167,43.49
50438000168,39.46
50438000806,28.81
50441000171,48.48
50441000172,38.31
50441000765,25.39
50456000180,18.3
50456000181,19.89
50459000081,28.56
50459000135,24.91
50459000182,95.98
50459000183,48.75
50459000184,133.82
50459000185,28.11
50459000186,24.62
50459000333,38.71
50459000571,0.0
50459000937,37.72
50459001183,25.29
50459001198,35.52
50459001248,30.05
50459001355,26.62
50459001480,0.0
50459001482,0.0
50459001486,26.19
50459001548,13.0
50459001550,29.85
50468000193,32.04
50468000194,29.72
50474000197,20.7
50474000198,18.01
50480000201,55.57
50480000202,40.04
50480001356,45.19
50486000209,20.32
50486000210,31.48
50489000211,27.98
50489000212,23.25
50489001488,19.72
50493000213,20.12
50493000214,46.94
50493000215,35.44
50493000243,45.43
50498000220,25.99
50498000221,22.84
50498001602,15.21
50517000238,22.94
50517000239,17.18
50519000240,23.81
50519000241,20.57
50534000248,22.74
50534000249,26.59
50541000251,31.42
50541000252,34.59
50541000253,43.7
50543000256,37.26
50543000257,33.0
50543000439,34.08
50547000258,28.04
50547000259,25.4
50547001492,24.21
50550000260,26.94
50550000261,33.32
50550000262,30.44
50550001481,29.51
50555000264,24.77
50555000266,29.33
50558000267,28.16
50558000268,28.66
50568000273,56.41
50568000274,109.21
50568000276,28.33
50568000279,31.38
50568000280,18.13
50568000281,48.63
50568000285,42.05
50576000289,16.83
50576000290,26.88
50576000303,20.94
50576001051,15.15
50585000295,33.46
50585000296,29.47
50597000250,15.02
50597000305,22.71
50597000306,18.16
50606000311,32.37
50606000312,52.8
50606001432,27.64
50606001433,31.66
50606001435,44.06
50609000314,20.37
50609000315,44.07
50609000854,42.08
50609001113,24.85
50609001490,22.02
50609001608,13.46
50612000229,34.31
50612000231,35.22
50612000316,24.38
50612000318,27.61
50612000319,191.56
50612000321,26.46
50612000323,21.07
50612000324,50.44
50612000325,23.17
50612000326,20.79
50612000327,51.31
50612000856,47.6
50612000863,32.27
50612001213,51.95
50612001636,2.86
50615000277,20.22
50615000330,31.23
50615000331,20.1
50621000335,34.26
50621001230,33.29
50624000337,19.05
50624000338,20.31
50627000344,57.23
50627000345,28.13
50627000350,30.45
50627001185,10.75
50627001425,41.44
50633000351,20.93
50633000352,27.21
50633000353,21.15
50633000354,15.41
50633000355,20.74
50633000356,23.44
50633000357,20.63
50633000358,55.12
50633000359,33.58
50633000360,53.5
50633000363,36.32
50633000364,23.94
50633000365,60.46
50633000366,23.02
50633000367,125.86
50633000368,26.51
50633000370,33.82
50633000371,62.41
50633000373,110.61
50633000374,29.39
50633000375,40.65
50633000376,36.63
50633000377,20.42
50633000378,29.47
50633001251,28.65
50633001358,34.68
50636000299,20.13
50636000379,28.25
50636000380,28.44
50642000383,37.84
50642000384,40.5
50642001605,34.91
50654000389,30.89
50654000390,38.2
50654000791,25.04
50654001231,27.98
50663000397,28.74
50663000398,26.03
50663000982,21.41
50669000016,11.1
50669000341,42.37
50669000402,19.93
50684000406,24.73
50684000413,26.06
50684000414,43.33
50684001394,31.74
50687000415,30.12
50687000416,30.22
50687000546,40.14
50690000270,32.28
50690000417,30.16
50690000418,47.53
50690001359,31.31
50690001429,27.0
50690001476,24.41
50690001623,23.43
50693000419,22.68
50693000420,27.82
50693000660,22.76
50699000179,48.85
50699000424,58.76
50699000425,37.3
50699000463,31.36
50699001523,40.64
50699001634,17.89
50711000430,19.94
50711000431,20.23
50711000432,23.35
50714000433,21.43
50714000434,19.55
50717000435,25.0
50717000436,19.53
50717000456,12.82
50717000457,13.59
50723000440,20.61
50723000441,25.92
50729000442,28.18
50729000443,44.81
50729001015,10.54
50729001016,10.53
50732000444,24.2
50732000445,26.04
50732000661,18.76
50732001616,19.66
50735000300,27.82
50735000446,29.9
50735000447,31.47
50735001141,10.27
50738000449,12.18
50738000450,25.83
50738000451,42.23
50738000452,45.4
50738000454,22.99
50738000455,10.43
50738001397,23.98
50753000464,33.04
50753000465,18.78
50756000466,56.94
50756000467,39.33
50756000468,32.15
50762000471,23.92
50762000472,25.91
50768000476,55.13
50768001557,24.92
50768001558,37.94
50771000484,22.18
50771000485,20.85
50774001509,25.4
50774001537,28.41
50777000490,39.55
50777000491,54.99
50777001232,34.73
50784000025,65.78
50784000495,18.49
50784000498,51.51
50784000500,23.04
50784000805,17.91
50786000501,31.91
50786000502,41.16
50789000506,29.69
50789000509,77.68
50789000511,45.81
50789000512,15.62
50789000514,44.82
50789001187,26.51
50789001502,46.41
50792000515,26.29
50792000516,27.1
50792001464,16.42
50799000517,41.22
50799000518,40.61
50804000521,32.86
50804000522,41.53
50804000523,32.7
50804000524,25.69
50804000525,30.0
50804000526,33.71
50804000527,23.83
50804000529,37.71
50804000531,30.8
50804000532,47.81
50804001594,75.88
50813000537,32.71
50813000538,45.14
50813000539,38.81
50813000662,28.19
50813001034,11.17
50813001035,12.49
50824000544,18.08
50824000545,22.81
50824000563,11.22
50824000564,13.75
50824000810,8.58
50824000811,12.12
50828000547,48.18
50828000548,44.62
50828000549,24.8
50828000550,37.62
50828000551,83.6
50828000552,35.1
50828000553,34.72
50828000554,29.86
50828000568,0.0
50828000888,17.0
50828001362,34.6
50834000557,21.76
50834000558,30.62
50840000242,35.02
50840000559,28.21
50840001202,15.1
50840001442,29.42
50849000565,16.34
50849000566,17.44
50861000138,38.71
50861000572,39.81
50861000573,41.82
50861000574,44.12
50861000575,69.29
50861001234,36.49
50864000576,31.77
50864000577,25.61
50864000578,28.39
50864001215,16.6
50867000394,47.47
50867000580,35.92
50867001401,45.0
50867001525,89.21
50870000584,30.59
50870000585,35.15
50870000994,27.31
50873000586,22.39
50873000587,26.99
50873000663,18.9
50894000600,24.07
50894001363,27.54
50894001569,42.3
50900000176,30.42
50900000453,0.0
50900000459,0.0
50900000604,34.21
50900000605,29.53
50900000606,26.17
50900000607,179.5
50900000608,65.28
50900000609,9.0
50900000611,28.92
50900000612,23.59
50900000614,25.91
50900000616,113.33
50900000617,65.81
50900000619,24.67
50900000621,62.98
50900000622,26.3
50900000623,26.46
50900000627,92.5
50900000628,64.1
50900000630,22.88
50900000633,29.06
50900000635,19.82
50900000636,31.5
50900000637,21.44
50900000638,9.02
50900000876,25.84
50900001188,24.58
50900001189,38.03
50900001190,20.45
50900001217,33.38
50900001378,31.54
50900001381,24.77
50900001383,30.29
50900001384,33.18
50900001385,32.8
50900001387,54.93
50900001388,62.47
50900001389,91.28
50900001390,77.77
50900001409,37.56
50900001463,48.69
50900001474,34.22
50900001528,55.57
50900001601,56.31
50900001626,12.04
50900001628,20.07
50906000641,28.56
50906000642,45.03
50906000643,33.56
50906000644,26.13
50915000649,24.57
50915000650,22.64
50919000651,21.92
50919000652,33.57
50924001327,21.05
50924001366,53.36
50924001372,54.01
50924001373,31.88
50927000665,22.26
50927000666,20.51
50933000670,25.07
50933000671,19.55
50933001036,22.39
50936000675,40.63
50936001554,42.09
50939000130,38.94
50939000680,37.81
50939000681,41.59
50939000682,62.81
50939000683,45.49
50939001428,40.78
50942000687,18.14
